review,tag_arr
This is the most disgusting McDonalds on the planet. ξDoubt me? ξGo into this nauseating cesspool and find out for yourself. ξI was shocked because it was in a very nice area and has a playground. ξIt is by far the nastiest McDonald's I have ever been into.,"[0, 0, '1', 0, 0, 0, 0, 0]"
"While outside it is advertised as a 24 hour drive thru, I waited 15 minutes with no service.","[0, 0, 0, '1', 0, 0, 0, 0]"
"On your way to the airport or just cruising down Camp Creek Pkwy? ξAre you absolutely in Love with McDonald's Sweet Tea? Well then don't ever go through this drive thru. ξHands down this is the slowest McDonald's drive thru I've experienced in Atlanta. ξConsidering this location is close to the airport it would be great if they could simply improve the quality of service. ξAs a lover of Sweet Tea, I was completely turned off by this location when I overheard the drive thru operator joking about how sweet it was a few years ago. ξShe told a few of her associates that it was like ""syrup"" and ""liquid diabetes"". By the time I took my first and only sip, I was on I-285 headed to Perimeter Mall and it tasted like cold syrup! ξThank goodness for the McDonald's near Perimeter Mall because they refilled my drink. So the moral to the story is, if you're on Camp Creek Pkwy near the airport, bypass McDonald's and head for Chick-fil-A. #EatMoreChicken","[0, 0, 0, '0.7003', 0, 0, 0, 0]"
This place is always slow and it seems like their employees are more interested in texting than working,"[0, 0, 0, '1', 0, 0, 0, 0]"
"This place is terrible! ξI should have gone next door to Boston Market. ξBut my daughter could not wait to eat the good home cooked meal I had at home after church. ξ1) The drive thru moved so freaking slow. 2) You could barely hear the individual through the speaker. ξWhen I informed the cashier, they looked at me like I was crazy. 3) I ordered a kid's meal nuggets & a snack wrap. ξThere was something fishy about the apples. ξMy daughter was disgusted with the way they looked. ξI have no clue how they missed that & had the audacity to place them in a customer's bag.4) They were in a rush to move us along & I had to ask twice for the rest of my order. And has to remind them of what I ordered. ξ5) they asked me if I wanted a Barbie toy, but received something completely different. I would have so preferred Chick-Fil-A, but they are closed on Sundays & I do understand that. ξYou got to get your praise on because my daughter & I sure do on Sundays. Note to management: ξGET IT TOGETHER!! And after I leave DSW, I'm returning those tacky apples.","['0.6739', 0, 0, '1.0', '0.6739', 0, 0, 0]"
"Walked into this place for the first time to get an ice cream cone while my wife shopped at nearby pet store. The older lady wearing glasses behind the counter asked me if I wanted it To-Go, ""To-Go"" ? it's an ice cream cone. Anyway I said To-Go, this lady then gave me the biggest Yarn as she handed me my change, then I watched her drop some kind of plastic cup on to the floor, but didn't pick it up right away. She looked like she didn't want to be there at all. i watched her prepare my ice cream cone, then she decided to pickup that cup she dropped on the floor earlier, what gets me is the way she picked it up, looked like as if she was picking up a 400 lbs weight at the gym. Then, as she was handing me my ice cream she says to me ""Welcome"", ""Welcome"" for What? ξI haven't said my Thank You yet !, ξas if she was doing me a big favor. ξI grewup in Japan where a customer service is probably the best in the world so maybe I'm little too critical. But I do know one thing, if this was a McDonalds in Japan, she be so Fired !","['1', 0, 0, 0, 0, 0, 0, 0]"
"I dont like mcdonalds but go once in a great while I go. Horrible always gets my order wrong, I've been there four times in the 3 years I've lived in this area and every order wrong! Went back told supervisor no apology, serious crabby face and just gave me right order. I will never again go there. pass this one right up trust me!","['0.6966', '1.0', 0, 0, 0, 0, 0, 0]"
"Is it possible to put no stars in this branch?I mean this place is probably in the top ten list of the worst McDonalds franchises in history.They ALWAYS screw up our order! It's either a missing burger or the wrong side item. What's really bad is you trust them to do it right and you discover that the order is messed up when you get home! So you go back right? They give you the missing item and simply say ""...there you go, sorry."" No bonuses, no here's something to make up for our crappy service, nothing like that!They will not give you ketchup or napkins unless you ask for it so if you forgot, you'll be eating your fries as is!If you order a combo, they would ask you ""...medium or large?"" As if SMALL is not an option, very tricky!When you order a breakfast meal, they would ask ""Do you want to have orange juice instead of coffee?"" as if there is no difference in price and you have the option of choosing juice over coffee without extra cost. They will NEVER tell you that should you make the mistake of choosing orange juice you will pay a lot more for the stupid UPGRADE!Is this how McDonalds became the most successful franchise? By tricking their own customers????!!!!Don't bother to talk to the people in there... nobody cares...","['0.6706', '1.0', 0, 0, 0, 0, 0, 0]"
"I chose to eat here because frankly the choices were limited. ξI was neither greeted quickly or served quickly. ξMy chicken biscuit came in tact, but was luke warm at best. ξUltimately it tasted like cardboard, I could not finish it even though I was hungry.","[0, 0, 0, '0.6604', '1.0', 0, 0, 0]"
"This is one of the worst rudest McDonalds I have seen. Went through the drive thru at 6:12AM on Friday May 2nd. When I pulled up I received the most unfriendly greeting ever. Not a ""good morning"" or a ""how are you"" or ""what can I get you?"" or anything like that. Seriously just a ""hello"" is the most monotone voice ever. The lady needs to drink some coffee or something. Then once I ordered she said, ""that's it?"" and that was that. Yikes! Then when I pulled to the second window for the food, the guy hands me the bag and I said thank you and he closed the window. Not a ""thank you"" or even a single word out of his mouth! And there was no one behind me so it's not like he was busy. I mean, I know it's just drive thru but that doesn't mean you can't be polite and offer friendly service.","['1', 0, 0, 0, 0, 0, 0, 0]"
This is not the Mickey D's you want to go to for fast service. ξWe ate inside and they got our orders wrong and were super slow. ξThey need to hire more people at this location!!!!!!!,"[0, '0.7', 0, '1.0', 0, 0, 0, 0]"
"This is the only burger place within 5 minutes of my office so I've been going here to pick up my lunch before starting work. However, this morning I get there at 10:25 because i have to be at work at 10:35. I try to order a chicken wrap and I'm told they can't take lunch orders until 10:30. Now up until recently I worked in the food industry for 14 years as a manager and I understand the reason for these time frames for breakfast and lunch, but at 5 minutes till I can get a wrap so I can make it to my office with lunch on time? I asked the order taker if they could please help me out it was only 5 minutes and they flat out refused. OUTSTANDING CUSTOMER SERVICE GUYS!! Won't be going back. There is a Vons, a Port of Subs, a Panda Express, an Ensteins Bagels, 2 Pizza Places, and a couple of other restraunts all in the same shopping center so just keep pushing business away to your competitors.Monday June 9, 2014 10:45 am","['0.6784', 0, 0, 0, 0, 0, '0.6491', 0]"
"I don't like this location anymore. They always get our orders wrong. Why do they even bother putting a ""doubled checked for accuracy"" sticker on it, when they obviously don't check twice!? I bet they only use that sticker to tape the receipt on the bag. What else... Oh the fries... they taste like they're leftovers from someone's tray. Yuck! What ever happened to fresh from the deep fryer, crispy and piping hot, sprinkled with just enough salt? It doesn't exist here. Don't bother ordering Coke coz it taste like Pepsi-Coke or Pepsi-Coke-Wax paper. Honestly, stay away from this place. As far as the burgers, sandwiches and chicken nuggets, they're not too bad. They do come out hot, but I just don't trust this location anymore. I want to be able to buy a meal and not have to complain about anything. But that's me.","[0, '1.0', 0, 0, '0.6725', 0, 0, 0]"
"We stopped at this McDonalds because it was on our way to my sisters house. ξThe food was good, fast as always but I don't know why they took forever to brew up a pot of coffee plus they forgot I had ordered it (probably because the manager and all the employees were chatting and not paying attention to customers). ξThe indoor play area could use a little cleaning up.","[0, 0, '0.6629', 0, 0, 0, 0, 0]"
"I don't normally need to review a McDonalds, but this one takes the fucking cake for most unprofessional place I've ever been to. Let me be clear - I am not a wild animal, or even a chola in the Bronx, and I do not deserve to be called at like I am one of those two mammals. I'd rather stick a gun in my mouth before eating at this location again.","['1', 0, 0, 0, 0, 0, 0, 0]"
"Sometimes you've got to take a break from the organic, cage-free, free range, low carb, high protein S*** and just have some fries.That brings us to this McDonalds location on Bird Rd and Ludlam. I don't know what exactly it is about this location, but it scares me. My husband and I have been to this location a couple of times and it's never been pretty. The line at the drive-through is impossible. I drive past this McDonalds several times a week and the line always seems to be at least 10 cars long.Inside the restaurant isn't any better. The lines aren't as bad as outside, but the crowd is definitely not the greatest. Let's just say that I would never feel comfortable coming here alone or after dark. 2 stars for the hot and fresh fries.","[0, 0, 0, 0, 0, '0.6852', 0, 0]"
"I should have known better. I can count on one hand the number of times I've been to McDonald's in the past ten years. However, my choices were extremely limited so I thought I'd give it another shot. This visit was a reminder why I don't come here. It totally sucked!1. The staff was unpleasant.2. The fries were room temperature.3. The burger tasted vile.4. I have no complaints about the diet Coke.Next time I'll just go hungry.","['1.0', 0, 0, 0, '0.6694', 0, 0, 0]"
"If you stay at the Riviera Hotel across the street, you are probably going to stop into this McDonald's for it's Wifi.This McDonald's will have long lines late at night for hungry club goers. Sometimes the crazy drunk guests make for some great entertainment as you wait for your order. There will be a sparse amount of homeless, but they don't seem to bother anyone.","[0, 0, 0, 0, 0, '1', 0, 0]"
"Wow, I can't believe I'm actually reviewing a McDonalds.We came here on NYE, hoping to grab a quick bite to tide us over before our fanciful dinner elsewhere. It was quick! They fill your drinks behind the counter, which was a little confusing at first because we've never been to one that did that.The bathroom line, however, looked like it would take forever. There was somebody in the back of the line when we came in, and by the time we were done eating, he was only about halfway closer. Yikes!Come here to eat, but if you have to pee, you'd be better off going elsewhere.","[0, 0, '0.6591', 0, 0, 0, 0, 0]"
"Taking the ""fast"" out of fast food...THE UP-SIDE: ξOnce in a while, we all eat at McDonalds. ξThis one happens to be very clean and nearly ""nice"" on the inside. ξHowever...THE DOWN-SIDE: ξI've gone to this location several times over the past two years. ξEach time, I went through the drive-through and had to endure a wait of over 10 minutes. ξI literally waited 15 minutes in line on two different ocassions. ξSo, just today when I visited, I thought, ""Hmm. ξI'll be smart this time. ξI'll go inside to beat the line drive-through line wrapping around the building."" ξWell, I should have known better. ξInside, the line snaked to the door; just two feet from where I entered the restaurant. ξThey had one woman on the register and she was moving at a snail's pace.I waited for a full 10 minutes - yes, I'm an idiot - and still hadn't even gotten to place my order. ξIn fact, there were still five people in front of me! ξFrustrated and hating myself for giving this place yet another shot, I left without food and vowed NEVER TO RETURN.THE SUM-IT-UP: I really don't like McDonalds that much, but I do think that they seem pretty well-run overall. ξHowever, this particular location is an anomoly. ξIt's just downright horrid in it's customer service and nobody - I mean nobody - should ever stop here for ""fast"" food. ξThis place is terrible.","[0, 0, 0, '1', 0, 0, 0, 0]"
"Well, it's McDonald's, so you know what the food is. ξThis review reflects solely on the poor service. ξI have been to this location countless times over the years. ξThey consistently fail on the service end of things. ξThe order takers tend to be rude, no smiles, and a lot of ""sighs"" and ""lip smacking"" when you talk to them. ξSo why go back you ask? This store benefits from being the only place to eat in this area. ξThe next stop is at least 12 minutes away on the other side of town. ξAlso I strongly believe in 2nd chances and know that not every business can satisfy everyone 100% of the time. ξI have given them many chances at earning a positive review. ξI could not recommend this location any less. ξIf you can wait, take a pass. ξThere are better McDonald's stores in Griffin, GA.","['1', 0, 0, 0, 0, 0, 0, 0]"
"I came here 2 days ago just yesterday morning (Sunday) on our family road trip up to Seattle. ξBeing on a busy driving schedule, we did the drive-thru, but was greatly disappointed at what I got.I think I made a simple order - 2 McChicken sandwiches with no mayo for myself and an Oreo McFlurry for my son, and a cup of water. ξI have ordered McChicken sandwiches with no mayo at countless McDonalds for the last 10 years across the US, and they get it right about 95%+ of the time.This time, however, as I started munching on the sandwiches while continuing our drive up I-5, we noticed that BOTH sandwiches not only missed the NO mayo request, but BOTH sandwiches had DOUBLE mayo, both on top and below the chicken patty. ξInstead of a NO mayo option, I ended up with a QUADRUPLE mayo-portions for the day. ξIt was too late to go back and complain and request a correction. ξ I was too hungry too, so I just ate them both, but felt my heart clogging up for the rest of the afternoon.My order did show up correct on the order confirmation screen in the Drive-Thru window, and the order did print up correctly on my receipt, but the totally incorrect product turned up in my bag unfortunately. ξI'll call the feedback number on the receipt to report the incident so they can hopefully figure out where they went wrong.I believe the rest of their operations is probably good, but I am commenting on my specific incident here, which was my only visit to this McDonald's.","[0, '1', 0, 0, 0, 0, 0, 0]"
"Normally I wouldn't take the time to rate a McDonald's as the product is relatively consistent across all locations. However, this location is terrible and deserves to be called out as such. This location is the closest to my home and as a result I would go here frequently when the McDonald's urge arose. No more. Every time I pull in to this place it seems quicker to head inside rather than sit in their slowly creeping drive through only to find out upon arriving home they failed to include an item in my order. ξThe employees are an unmotivated bunch who doesn't seem to care about customer service. Cleanliness is marginal. There are too many other local places to go; count me out of this place for good.","['0.6585', '1.0', '1.0', '0.6829', 0, 0, 0, 0]"
"Flavorless cardboard and meat like substance.., ξ Unfit for human consumption !!! ξ ξ ξI gave irvine last try and it's worse than ever","[0, 0, 0, 0, '1', 0, 0, 0]"
"Located across from Miami-Dade College-Wolfson Campus.This location is a hotbed for crime. Criminal suspects are at the doors or waiting by the soda machine,ready to pounce on and scam people out of their wallets. If you go to this place take your gun and baseball bat or whatever you have to protect yourself. If you call the police or 911 nobody comes and ξmiami city police don't care. Employees of this McDonalds are in constant danger and at the mercy of thugs.","[0, 0, 0, 0, 0, '1', 0, 0]"
"EVERY TIME I go to this McDonald's, I swear the line cook must be a smoker with no taste buds. No matter what sandwich I get it's WAY over salted. They seriously ruin the food every time I visit, which is daily, as I work in the mall. They have decent customer service, some are more polite and knowledgeable. However, I don't think the others have business holding a customer service job.","[0, 0, 0, 0, '1', 0, 0, 0]"
"Always busy, food usually cold. Sigh.","[0, 0, 0, 0, '0.6562', 0, 0, 0]"
Horrible hamburger & fries here. Go to another location. This place is dirty.,"[0, 0, '1.0', 0, '1.0', 0, 0, 0]"
I agree with all the reviews here.. worst mcdonalds ever! ξIts ξnot just HOBO central... but as i walked up to the cashier to take my order... I saw a handful of roaches crawling on the front of the counter!!! ick ick ick... im getting goosebumps just thinking about it again!,"[0, 0, '1.0', 0, 0, '0.6695', 0, 0]"
"I purchased a specialty coffee in the drive through, but soon after I pulled out and away I realized I had been given a black coffee for the price of $3. Mistakes happen so I kept my receipt and went back exactly a week later within the hour, since I was making the same trip. I went inside, out of respect to show my face that I wasn't trying to scam them, and the manager was working the register. I told him what happened and that I'd like the specialty coffee I originally ordered. He pointed that it had been a week since the original purchase and that he needed proof I wasn't lying about my incorrect order. Mind you, at 6:30am 6 people were all waiting around for their order, which shows slow and poor service. I didn't argue and I walked away leaving my receipt on the counter. I was simply asking for a coffee, not even an entire meal. I don't post about these sort of things, but this time was different. The manager could have easily offered a variety of resolutions, but all he said was ""no I'm sorry"". Well, I'm sorry, but I've never been so dissatisfied with customer service and let alone management of a restaurant! Please stay away from this location for the sake of your pockets and your sanity.","[0, '1', 0, 0, 0, 0, 0, 0]"
"I was there this past Sunday and I experienced terrible customer service. The dinning room was also filthy. There were no napkins and the ketchup area was a mess. ξWhile I was ordering in the dinning room, there was a girl who worked there was on her break, chatting (non-work related) with her co-worker behind the register. ξAfter I finished my food, I wanted to buy an McFlurry (no one was there to assist). After standing there for a couple of minutes, the girls said to another worker, "" you have a guest"". The girl didn't do anything and turned away. Another gentleman who was working there, came up to me and took my order. I don't dine at McDonald's often, but I can say that I will never go back to this location again.","['1.0', 0, '1.0', 0, 0, 0, 0, 0]"
I think Mc this location is quite different from ξanother location that i had before. The quality is not good enough. I order big Mc but it is not something that i had before. By the way this restaurant serve me when i have not thing to eat.,"[0, 0, 0, 0, '1', 0, 0, 0]"
Dirty smelly bathrooms and no changing table! A real shame! My kids love McDs! We won't be back to this one though,"[0, 0, '1', 0, 0, 0, 0, 0]"
"Standard run-of-the-mill McDonald's. They all kind of blur together for me. The only reason why this one stood out at all for me was the fact that the Drive-thru takes forever.I was seriously, not-kidding, in line for about 15 minutes.Which is why I had enough time to check-in, and start my review for this place... Bully for them.At least it's not as bad as the McDonald's off of Dundee and Rand -- by the Home Depot. That one always messes up orders, are rude, and when they had the Monopoly pieces -- they actually REMOVED the pieces from my brother's meal. Absurd!","[0, '0.6607', 0, '0.6607', 0, 0, 0, 0]"
"I ordered the Premium Crispy Chicken Club Sandwich however, when I arrived home to eat my meal it was not the Premium Crispy Chicken Club Sandwich. There was no bacon or cheese , they put way to much mayo on the sandwich. The sandwich did not look eatable, it actually looked disgusting. ξThe fries were cold and thrown in the bag. I'm shocked they would send something of the sort out to a customer. ξI usually do not eat fast food however I will not be visiting this location ever again.","[0, '0.6667', 0, 0, '1.0', 0, 0, 0]"
"Everytime I go in this mcdonalds there is a line. Plus, they always have only 1 person ringing no matter if the line is out the door and because it is an Asian neighborhood,they clearly allow Asian people to be rude as however they want!!!! Cutting in line and all!!!! I would rather starve than eat here","['0.6875', 0, 0, '0.6562', 0, 0, 0, 0]"
"I don't understand why an intelligent human being would go to this place and consume the stuff that this place sells. It is of less quality than the stuff they feed inmates at that tent prison in Arizona...literally. What McDonalds does is take some low quality beef, add soy and other mixtures for filler, and then flavor it with addictive chemical flavorings that they make in a lab. Look into it if you don't believe me. I cringe when my kids want to go there. It's so foul and not to mention freaking expensive. It's totally unbelievable to me that people eat there!","[0, 0, 0, 0, '1.0', 0, 0, '0.6655']"
"I think that the preparation was a tad lacking. I used to work at a Mc D's when I was in high school. It was the perfect job for a kid. ξAnyway, my filet was lopsided. It was half way off the bun and my cheese was melted three quarters off the fish. The tartar was every where and my fries were all mushy. I can't expect much from a Mc D's but goodness. There are some interesting folks who come in and out of here. THe awesome thing was that wall of the original Ronald Mc Donald and his lil side kicks. That was cool.","[0, 0, 0, 0, '0.6672', 0, 0, 0]"
"Hands down worst McDonald's we've ever visited. Fairly nice employees, but:- slow service: the place was almost empty, but it took nearly 20 minutes to get our food- low quality ingredients: my prepackaged side salad was filled with wilted iceberg and dry carrot shavings- inconvenient: you have to ask for them to unlock the bathrooms, and you have to show a receipt for refills- poor service: they were ""out"" of water cups (even though they just gave one to the guy before me), and wouldn't give me something else for water instead","[0, 0, 0, '1.0', '0.7037', 0, 0, 0]"
Let me ask youAre you in a hurry? ξOn your Lunch break? just want a coffee? YELP ALERTDO NOT GO HERE.The service just gets worse and worse. ξI have no idea why I torture myself when I am in a hurry. ξThe one in Macedonia is about 4 minutes away.If you visit this Northfield establishment you will probably be there at least a half hour. ξEven if you are the first one to get waited on.Usually do not post bad reviews but this Mcdonalds will not be open long with this kind of service. ξNo sense of urgency I probably could have went to Applebee's or Chili's and sat down and had a lunch faster than it took to get a burger and fries.Phew Now I feel better.,"[0, 0, 0, '0.6725', 0, 0, 0, 0]"
"A first for the gf and I - a visit to McDonald's ! ξSurprisingly, out of the blue, the gf was recovering from the flu and said she was craving McDonald's french fries. ξBefore i could get out the door to make a Mickie-D run the gf yells out asking for a filet of fish, "" anything else ? "" , she calls out for a chocolate shake, too. ξYep, I guess she's feeling better !So i order:Large Fries - $2.09Chocolate Shake - $2.79Filet of Fish - $3.7920 piece chicken nuggets - $4.99Diet coke - $1.00My first thought - dang, Mickie d's ain't all that cheap, $3.79 for a filet of fish ?! ξSeems high to me.The taste ? ξHoly cow - some of the worst food we've had in a very long time ! ξMy guess is the nuggets were sitting out for several hours - we ate 4 of them and stopped. ξThe fries were limpy, wimpy, limpy. ξThe filet of fish was ok at best. ξShake was ok. ξThis is a reminder why the only reason i hit McDonald's is for a soda - best value and basically a safe bet !","[0, 0, 0, 0, '0.6786', 0, 0, '1.0']"
"Parking not very welcoming to large RV's, and don't park next door at the convenience station they charge to park. Staff seemed confused on how to handle special requests, choosing instead to argue with a customer in-front of me and behind me.","['1', 0, 0, 0, 0, 0, 0, 0]"
"I know what your thinking....""another 1 star review for McD's and you don't even eat there?!? What gives?"" Well I have to say this is an ""informative"" review! Getting right down to it. I was out running by a few client sites today when I stopped and picked up lunch at Riverside (that's right, be jealous). ξSo, a coworker calls and asks if I would pick up lunch for her. ξBeing a team player I said no problem. She then told me she wanted Satan...I mean McDonalds. I sighed, but agreed. She told me what she wanted and off I went. Oh and to get some ketchup and Sweet and Sour sauce. Mkay. I pulled up to the drive thru and ordered after they tried to sell me their new Angus Burger. (Sidenote: Why do they do that in the first place? I mean, if that is what I wanted, I would have ordered it.) ""May I please have #12 with a Sprite."" ""Would you l like to add on an apple pie for $.50?"" ""Um, no."" ""$7.01, please pull up to the first window."" So I pay. Drive to window #2. Man opens the window hands me the drink and the bag of food. I asked for a S&S Sauce packet. The guy responded. ""We charge for that now."" ""Ha, that's hilarious. Just one please."" ""No really, they are $.28"" ""What? You're kidding right?"" ""No ma'am, if you want one you'll have to pull back around the drive thru."" (Totally dumbfounded I say) ""Do you charge for ketchup too?"" Then drive off. ξI laugh the entire way back to work like a crazy woman...""What do you mean your charging for condiments? "" ""Is it laced with heroin?"" ""Are there diamonds inside these packets?"" ""Is charging for this even legal?"" I mean it wasn't even my order and I'm mad as hell. They've managed to piss me off again. Congrats McSatan. You officially suck more than ever. Take your Sweet and Sour Sauce and shove it where the sun don't shine. *spits on ground*","[0, 0, 0, 0, 0, 0, 0, '1']"
"I came here when it was about 95 degrees outside. ξI waited in line for quite a while. ξWhen I finally got to the register to order ice cream, I was told that there was no ice cream. ξWaste of time.","[0, 0, 0, 0, 0, 0, '0.6523', 0]"
I've been waiting 15 minutes for oatmeal OMG this is crazy I had to walk in and it's still not ready,"[0, 0, 0, '1', 0, 0, 0, 0]"
"Went through the Drive-thru today at about 11:15 am for lunch. Ordered the habanero quarter pounders and a caramel sundae. Sundae machine was down, so no sundae. I should have taken that as an omen and just left. Got the promo to buy a quarter pounder & get one free. When I went to eat my sandwich I had to search for the habanero sauce( just a touch was on the bun), and the burger was dry as hell and tasted like it had been reheated from the day before. I took one bite and could barely chew it. I threw them both away. What a waste of gas and time. Never going to this place again ... ξAWFUL","[0, 0, 0, 0, '0.7037', 0, '0.6481', 0]"
"This location is hit or miss (mostly miss) and service is below average. I'll give a prime example. Yesterday I ate breakfast here with my daughter. I ordered a side of eggs and hashbrown for her, then a steak egg and cheese biscuit meal with a coffee for me. Simple right? Well, they managed to get the hashbrown and eggs right but as for my biscuit, they gave me a steak, egg and cheese BAGEL sooo I brought it back and specified it was suppose to be a steak, egg and cheese BISCUIT. He then told them BISCUIT. They remade it and gave it to me on a MCMUFFIN. Again I told him BISCUIT, he gave it back and on the third try they got it correct. Ridiculous.....","[0, '1', 0, 0, 0, 0, 0, 0]"
It is 6:30 in the morning....why is the drive thru so freaking slow this early in the morning?,"[0, 0, 0, '1', 0, 0, 0, 0]"
"Take your life in your hands at this location. ξBefore the remodeled, this alternated between being a homeless hangout and a gang hideout. ξNow they have two--TWO!--security people patrolling, so I'll at least feel safe having a quick bite before the late evening backpack snatchings start.","[0, 0, 0, 0, 0, '1', 0, 0]"
If you have time to waste and too ξmuch gasoline in your car this would be the best of the drive thrus to come too.,"[0, 0, 0, '1', 0, 0, 0, 0]"
"When I am really craving for McDonald's, this seems to be the closest. But I'm no big fan of fast food chains.I don't like this location just because there are bums inside waiting for the bus to go to Atlantic City or whatever...they usually sit and chat and drink some coffee. Same food as any other McDonald's & waitresses are friendly!","[0, 0, 0, 0, 0, '0.6458', 0, 0]"
"Always open and ready to provide you with terrible serviceAlso, check your food before you leave, ξbecause they aren't very careful about what food goes into who's bagCount your change, they shorted me 50c","['1.0', '1.0', 0, 0, 0, 0, 0, 0]"
"Was a busy day, I didn't have time for a healthy lunch. I saw a Mcdonalds so I decided what the heck, im in a hurry and I m kind of hungry. My order took forever, I didn't go thru the drive thru as I don't trust them, my fries were medium warm as was my burger, I didn't have time to wait for another order so I left, I was dissatisfied with my order but it was a Mcdonalds after all.","[0, 0, 0, '0.731', '1.0', 0, 0, 0]"
"Pretty nice McDonald's, one of the nicer ones i've been too, and the food is solid McDonald's quality. Service is a little slow however, but waiting for chicken nuggets or a McFlurry is totally worth it. Great place for a quick bite around USC.","[0, 0, 0, '1', 0, 0, 0, 0]"
Worse McDonald's ever!!! ξI don't mind driving down to the Blue Diamond location from now on after several times the drive thru always forgets an item I ordered! ξALWAYS CHECK YOUR BAG BEFORE DRIVING AWAY FROM THE WINDOW!! ξTo top it off I had to drive back to get the burger they forgot and what compensation I get for my inconvenient??? ξ2 effin Apple Pies.... ξare you kidding me??? ξ- 5 Stars if I could rate it like that,"[0, '1', 0, 0, 0, 0, 0, 0]"
"BEWARE: There is a guy who works here, tall, glasses and painfully forgetful. I've gone here a total of three times in the past month for a quick fix with my siblings and he's gotten our order wrong each of those times. He must be new, but he does seem genuinely sorry after he adds or subtracts something from our order.Regardless, he's not why I give this McDonalds 1 star.This place is usually jam packed with teens by 1pm during the school year and during the summer, just can't catch a break. Location is usually messy and has THE LOUDEST DOOR EVER! Service is mediocre to the max, then again, this is McDonalds, no 5 star review here.","['0.6667', '1.0', '0.6667', 0, 0, 0, 0, 0]"
"Ok I'm waiting for like 10 minutes to place my order with the staff walking back & forth just looking at me like I'm crazy. And another 10 minutes or so before i got my food, This location use to be my stop in the mornings when I worked near here but they have fallen way off.","[0, 0, 0, '1', 0, 0, 0, 0]"
"Pretty bad, even by fast food standards. I've been there twice, and the first time the drive thru guy cut me off right when I was beginning an order and then took the orders of three people in another lane before I finally pushed in and made my order through the drive in window. I got my order, it was cold, and not the right sandwich.Second time I went, my iced tea was warm, with no ice, and tasted like corn syrup. Undrinkable. The mcflurry I ordered was half full, and it looked as though someone had taken a few bites out of it already. Didn't eat it for fear that someone had already used the spoon.C'mon, McDonald's. I know this is fast food, but it doesn't have to be completely incompetent.","['1.0', 0, 0, 0, '1.0', 0, 0, 0]"
"Today was the breaking point. Long ago, McDonald's revolutionized the restaurant industry with fast food dining, a paragon of what was possible when human ingenuity applied itself to streamline processes and deliver maximum production and food for people in the least amount of time. These days, efficiency no longer matters and has been replaced with indifference, complacency, and a lack of disregard to customer priorities. On most mornings, I will stop into McDonald's to grab a yogurt parfait for $1.12 as my morning breakfast. I did it because it was a healthy breakfast, tasted good, and was amazingly cheap. Before today, one of the top ten things I associate with McDonald's is efficiency, and today I can throw that word out the window because McDonald's no longer merits it.Today I left my house early for the express purpose of ordering more food for breakfast because I didn't have dinner and I was short on sleep and needed a giant coffee to go with some food to keep me sane for a long day at work. I arrived at 8:44am and I know this because Foursquare told me so when I checked in! Something was amiss and there was a large crowd of people and lines that were simply not moving.Great, these things sometimes happen, which was why I was glad that I left my house early so that if I actually did have to wait in line it wouldn't matter and I'd still be able to get what I wanted when I wanted it. The minutes started flying by and the line still wasn't moving! What happened to that proud tradition of corporate efficiency to deliver the customer what they wanted when they wanted with the highest degree of professionalism and courtesy? Well you can all forget about it because it's clear that no one in this McDonald's during the morning shift gives one iota of care for anyone waiting in line.I got to be the third person in line when two customers started to argue with the cashier that they wanted cream on the side of their coffee and not mixed in. The clerk wouldn't make a new coffee for the customers and the customers weren't having any of it. Watching these people argue with the clerk got my blood boiling because I was trying to get an order in and get to work on time! ξBecause of the inability of the clerk to placate these customers I ended up stuck in line waiting, waiting, and waiting in what seemed to be forever!Having arrived at 8:44am, it was now 8:54am and I hadn't made an order! I yelled in frustration about the utter lack of disregard the staff had much to the amusement of the other patrons who were all either waiting for their order or waiting to order who all were in the same boat. I slammed the door on leaving and walked a block over to Starbucks. At Starbucks I spent $5 for a giant cup of coffee and no food - $5 I could have easily spent at McDonald's in order to get what I wanted, but apparently McDonald's no longer cares about earning my money since they are too busy arguing with other customers and making everyone wait to order and wait for their food. Long gone are the good old days of the quick food restaurant, this McDonald's no longer adheres to any sense of time or service and has degenerated into the ultimate display of incompetency. There are not enough words in all of the languages I speak to describe the disgust that I experienced today at this McDonald's. It was disgraceful and a thorough exercise in human futility and it was ten minutes of my life that I will never gain back.","['0.6661', '1.0', 0, '0.6925', 0, 0, 0, 0]"
AND STILL FRENCH FRY CHAMP.........The burger taste not sop much.... But this location fast and friendly.,"[0, 0, 0, 0, '1', 0, 0, 0]"
Worst McDonald's by far. It always smells like sewage and the food is alway old. When you tell someone about it's like an inconvenience to them. I can't believe the manager is actually the manager. She has the personality of a rock. There are only a small amount of great employees here.,"['0.6622', 0, '1.0', 0, '1.0', 0, 0, 0]"
"First they ""lost"" my order, actually they gave it to someone one else than took 20 minutes to figure out why I was still waiting for my order.They after I was asked what I needed I replied, ""my order"".They asked for my ticket and the asst mgr looked at the ticket then incompletely filled it.I had to ask her to check to see if she filled it correctly.She acted as if she couldn't be bothered with that so I asked her again.She begrudgingly checked to she did in fact miss something on the ticket.So after 22 minutes I finally had my breakfast biscuit platter.As I left an woman approached and identified herself as the manager, she was dressed as if she had just awoken in an old t-shirt and sweat pants.She said she had heard what happened and said she'd take care of it.Well why didn't she intervene when she saw I was growing annoyed with the incompetence?","[0, '1.0', 0, '1.0', 0, 0, 0, 0]"
