,tag,tag_conf,city,review,RudeService,OrderProblem,Filthy,SlowService,BadFood,ScaryMcDs,MissingFood,Cost,na,BinaryLabel,topic,Most_Likely_Topic,Most_Likely_Topic_Names
941,"['Filthy', 'ScaryMcDs']","['1.0', '0.6695']",Los Angeles,agree review bad mcdonalds ever hobo central walk cashier take order saw handful roach crawl front counter ick ick ick im get goosebumps think,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,00100100,3,5,get right work
942,['OrderProblem'],['0.7226'],Los Angeles,actually hate location go close one way work would actually rather go bum infested one olympic could one though clean safer looking mess part order experience least time start months ago start offer put cream coffee keep put weird syrup coffee really weird taste different occasions another time place big order leave three items last time take cash claim cc processor tell place order drive thru get payment window apology inconvenience cash shrug bastards recommend place,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,0,7,one north avenue
943,['RudeService'],['1'],Los Angeles,mcdonald u suck far bad come customer service ever come back,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,2,11,service bad customer
944,['RudeService'],['0.6434'],Los Angeles,place look nice restrooms clean staff sound fake staff friendly attentive fast talk order ask help sound fake insincere instead come cute like try throw shade sing order ask personal questions say hello sincere way pay bill make feel like bother fyi person really talk gay asian guy could read name tag seem care coworkers help,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,11,9,place like would
945,['SlowService'],['0.6413'],Los Angeles,place crowd disorganized people order yet stand beside people already order wait pick want cut front anybody figure line end another hassle try wait nobody take order leave food rather continue stand like idiot zombie turn around walk back go carl jr across street mcdonald use make happy child adult hate experience location week ago french fry old cold one strike location like need money anyway,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,13,3,wait minutes line
946,['RudeService'],['1'],Los Angeles,mc donald look mc flurry noriced enough oreo toppings ask lady could add bite hand back see add ice cream cousin mcflurry lot f cookies mine almost nothing go back explain happened turn around back manager im like hust left suck manager,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,11,6,go time back
947,['BadFood'],['0.6808'],Los Angeles,service good mc muffin shrink burn heck come cause floor building wo come back,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,10,11,service bad customer
948,['OrderProblem'],['0.6206'],Los Angeles,one star rat give practically half empty box fries happen twiced usually fry pack way top spill get drive sad looking hold box could even see fries bad,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,2,7,one north avenue
949,['ScaryMcDs'],['0.6978'],Los Angeles,need review food everyone know like either way depend opinion location one big ever free wi fi however make place special vast assortment fairly crazy people hole hardly unsympathetic homeless know talk try quite adventure def regulars set camp plain make uncomfortable sometimes actually feel bite sorry staff daily crap must endure belligerent customers mentally ill plenty free time must fairly soul crushing workers manage still polite,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,12,9,place like would
950,"['RudeService', 'OrderProblem']","['1.0', '0.6706']",Los Angeles,hard mess order one large coffee three cremes inside ask idiots work mcdonalds twice three different occassions could get right first time get small coffee instead large second time get large ice coffee creme sugar third time get black ice coffee yeah quite sure else say third time manager appear either owner someone high level get coffee spill guy behind register even offer wipe hand napkins give proceed chit chat co workers turn around look manager said serve customers apologize hand napkins wow yeah expect customer service correct order matter small go,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,7,10,coffee burn ice
951,"['RudeService', 'SlowService']","['0.6875', '0.6562']",Los Angeles,everytime go mcdonalds line plus always person ring matter line door asian neighborhood clearly allow asian people rude however want cut line would rather starve eat,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,11,3,wait minutes line
952,['ScaryMcDs'],['1'],Los Angeles,write review mcdonald due experience tonight usually try best avoid location loiterers like usual homeless people place get skeeved really describe maybe escape loony house zombies anyway course wait line drive thru see yet another loiterers start cringe wish never come pull pick window notice security guard stand right door loiterer sneak back mcd premises basically bust handcuffs loiterer run sad situation relief time witness tonight mcd action,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,5,2,drive thru window
953,['BadFood'],['1'],Los Angeles,big industry low quality product particularly food industry mcdonald champ matter go place drink time time boyfriend hook juice nice spend much franchise market packaging food look natural try make look like picture plastic silicone know ice cream ok would go feel sorry employees,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,1,6,go time back
954,['ScaryMcDs'],['1'],Los Angeles,thing go write location service location great work nearby dont park behind building lot seating however always crowded people seem little suspect workers quite efficient imagine sort crowd get pretty fast get food pretty quickly order take name get food within minutes due myriad type character inside tend pick food head back eat office,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,4,5,get right work
955,['MissingFood'],['1'],Los Angeles,go frequently lunch never apple pies ready always ask wait minutes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000010,2,3,wait minutes line
956,['BadFood'],['1'],Los Angeles,thing save fast food restaurant receive two star table availability size environment mcdonald big table group people remember correctly big letdown store policy refill drink allow loiter allow maximum minutes food quality term newly cook dependent time visit visit mornings regular day menu sit heat trays cabinets crew servers mcdonald,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,1,4,food fast time
957,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Los Angeles,horrible service get order wrong,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,2,5,get right work
958,['Cost'],['0.7153'],Los Angeles,love junk food know good best best bbq sauce ever hate charge extra bbq dollar chicken sandwich really good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000001,9,4,food fast time
959,['BadFood'],['0.6771'],Los Angeles,mcdonald fast cheap mycdonalds certain taste make go back mcdonald taste mcdonald taste disgust fry big mac chicken nuggets shake everything gross gross come puke,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,6,1,mcdonald people time
960,['SlowService'],['1'],Los Angeles,omg busy mcdonald ever think anything special go uggghhhh finish move stuff u haul street tire hot want mcflurry burger think much handle mcflurry come quickly burger much weird coffee machine bust understand people want eat sugar drinks make huge line people behind counter try fix machine lie get idea wait wait wait wait burger like minutes hate say stuff could tell back keep think get people wait finally say something oh waddya know burger sit end line two middle school boys wait something since get tell push front show receipt walk minutes later oh place east west axis shade hot,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,6,3,wait minutes line
961,['OrderProblem'],['1'],Los Angeles,always get order wrong come order snack wrap cheese add pickles get cheese freak lettuce snack wrap ugh never go complain whatever blame kitchen people get together,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,11,5,get right work
962,['OrderProblem'],['1'],Los Angeles,like reviewer zee r live near go frequently since march morning breakfast problem miss hash brown miss chocolate chip cookies miss one round egg deluxe breakfast hassle drive back get complete meal time get home everything cold sheesh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,9,5,get right work
963,"['OrderProblem', 'BadFood']","['1.0', '0.6471']",Los Angeles,location hit miss usually ok occasion make want come back first mcwrap come order grill chicken bacon mcwrap garlic sauce get sauce big deal walk back explain happened ask could another without sauce didnt ask replace mine decide give one friend order new one couple minutes later get without sauce leave bacon go back counter give bacon put hard make things second experience would rather forget order grill chicken chipotle snack wrap snack wrap small one seem fold half normal size go ask small guy get manager tell chicken weigh fine never snack wrap like since wouldnt care replace give chicken fact stand behind never go back unless absolutely pretty much eat one bite,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01001000,3,8,take fry mcwrap
964,['OrderProblem'],['1'],Los Angeles,every time come always item miss bull im miss something always get wrong food please get ur right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,10,5,get right work
965,"['OrderProblem', 'ScaryMcDs', 'BadFood']","['1.0', '0.6655', '0.6655']",New York,mention harlem personally like harlem harlem overcrowded people nasty attitudes even look without someone feel type way avoid harlem cost go mcdonalds say closest first female think know get order wrong put really really nasty sauce spicy buffalo mcchicken put crap mcchicken right mind would crazy thing like horrible mcchicken ever taste entire life people beware,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,01001100,3,9,place like would
966,"['SlowService', 'RudeService']","['1.0', '0.6346']",New York,awful service super slow want mcflurry take ten minutes two people ahead line seem clean,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,8,3,wait minutes line
967,"['SlowService', 'Cost', 'ScaryMcDs']","['1.0', '1.0', '0.6743']",New York,expensive price wealthy areas manhattan long lines slow service general oh watch two people get stab today yes serious,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,00010101,8,5,get right work
968,['ScaryMcDs'],['1'],New York,want close ghetto experience welcome mcsuck,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,13,9,place like would
969,['Cost'],['0.6397'],New York,place make half size mcwraps full price see picture complain manager get fixed think need involve manager every time buy mcwrap get pay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000001,8,5,get right work
970,['RudeService'],['1'],New York,wish could give negative stars understand go around close time really great idea bad drive thru service ever experience owner restaurant seriously consider train staff courteous last customer eat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,0,11,service bad customer
971,['BadFood'],['1'],New York,bad mcdonalds area food always stale favor go one garwood serve fresh food location,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,0,4,food fast time
972,['BadFood'],['1'],New York,bad mcdonald ever go twice since move area fry always soggy first time borderline uncooked burgers always poorly make greasy please avoid mcdonnalds blows,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,5,1,mcdonald people time
973,"['ScaryMcDs', 'RudeService']","['0.6579', '0.6579']",New York,know rat mcdonalds far food go problems service beyond bad stop really hungry plenty parking people inside sketchy especially night go golden arch mccarter highway,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000100,5,6,go time back
974,"['BadFood', 'OrderProblem']","['1.0', '0.6829']",New York,hard could possibly make egg mcmuffin forget include egg joke get sausage egg cheese mcmuffin egg morning english muffin burned ridiculous,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01001000,14,5,get right work
975,"['RudeService', 'SlowService']","['1.0', '0.6667']",New York,well let say customer service rank low low line long cashier rude lol ca even proper greeting smh seat okay agin come back one lady nerve wipe enjoy ice coffee thing enjoyed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,5,11,service bad customer
976,['RudeService'],['1'],New York,store right items display online asian worker specify food available bacon cheddar wtf annoying like detail online ingredients bacon cheddar ranch mcchicken,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,0,4,food fast time
977,['SlowService'],['0.6458'],New York,staff mentally challenged cashier line people wait order instead choose spend minutes sort organize happy meal toy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,3,3,wait minutes line
978,"['ScaryMcDs', 'RudeService']","['0.7056', '0.6377']",New York,overall subpar service seat descent daytime night time seat disaster open grind floor theres almost nowhere sit seat occupy homeless people people eat drink anything usually sanitary mcdonalds usually eat often though would order coffee,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000100,8,12,mcdonalds time always
979,"['SlowService', 'RudeService']","['0.6853', '0.6494']",New York,mcdonald currently promote big mac meals plus piece nuggets sound like great deal step purchase say meal family young old place always crowd people customers use place porta potty problem since would never sit eat anyway however customer service pretty darn poor star base solely expectations mcdonald foods enough staff exactly one person work kitchen making burgers one person work soda fries ice cream assume manager one person work cashier understand work minimum wage excuse work poorly repeat order four times take minutes completed cashier distract converse friends coworkers would give zero stars star manager seem one try fulfill customers orders mcdonalds years experience serve reminder continue,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,15,7,one north avenue
980,['SlowService'],['0.6667'],New York,always want review place go mcdonald close work whenever need quick meal go eat way back office go months place understaff run pretty poorly long wait non peak hours common rather frustrate wait minutes chicken warp could swear days one person work cashier another kitchen think get new manager kid summer vacation good staff run efficiently typical mcdonalds stuff ample seat surprise non vomit induce stars,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,1,6,go time back
981,"['BadFood', 'ScaryMcDs', 'Filthy']","['1.0', '0.6667', '0.6667']",New York,probably bad mcdonald mcdonald time pretty much greyhound bus terminal mcdonald go bunch old people sit around sleep tables bunch men line use bathroom mind none people mcdonald food wait buy food taste old disgusting obviously one go mcdonald eat location seem like serious health code violation would never eat,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,00101100,10,1,mcdonald people time
982,"['RudeService', 'BadFood']","['0.7003', '0.6593']",New York,echo lot reviews beauty franchise consistency store somehow miss memo even talk poor service focus sad look big mac look like assemble gorillas lettuce onions sauce dump soggy break bun every blue moon crave big mac special occasion entertain cravings take first bite calmly lay soggy mess smiled know would crave big mac anytime soon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,10,8,take fry mcwrap
983,"['OrderProblem', 'MissingFood']","['0.6667', '0.6667']",New York,buy coffee ask milk say milk coffee ask milk happy meals say yes even use happy meal milk coffee force buy happy meal milk,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01000010,1,10,coffee burn ice
984,"['RudeService', 'BadFood']","['1.0', '0.6857']",New York,bad mcdonald ever share mcdonald begin bad service arms bad manager berated chinese employee front use mcdonald merchandise give unwrap bend straw coffee non macdonald sauce worst,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,13,1,mcdonald people time
985,"['OrderProblem', 'RudeService']","['0.69', '0.6564']",New York,find booth front old man cane come end steal seat mcdonald employees take booth right next would give seat look real bad girl behind counter friendly food take little long would expect ask ketchup say bag get seat clearly go back ask ketchup give packets big deal much go use still bite stingy eh food fine typical mcdonald star despite mickey employee blunders food still ok,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,10,4,food fast time
986,"['RudeService', 'SlowService', 'OrderProblem', 'MissingFood']","['1.0', '0.6607', '0.6607', '0.6607']",New York,nothing special besides decor chinese culture wait horrendous lunch time usually go around usually honor coupons completely free example free coffee without purchase say coffee post poster english sometimes chinese honor coupons people sleep mcdonalds often bum people wait bus casinos usually leave workplace release stress know people post picture foods mcdonalds cashier workers mean around rush hour time yeah wifi slow hell special big macs fish filet bathrooms order almost time,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11010010,7,3,wait minutes line
987,"['SlowService', 'BadFood']","['1.0', '0.7112']",New York,think possible bad experience mcdonalds service extremely slow minutes line order small diet coke small fry take minutes pour drink put fry fry sleeve slow fry burn diet coke flat throw items within block leave restaurant minutes life never get back poorly manage group people,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00011000,5,3,wait minutes line
988,"['RudeService', 'SlowService']","['1.0', '0.6817']",New York,last visit last month bad experience entire life staff nasty disrespectful unprofessional think employees work mcdonald happy smiley face none staff place one staff totally impatient customer need overhear things say carry inappropriate language kid restaurant could employee act like bad part wait medium coke almost mins understand take long drink order thirsty staff could say something like thanks patient order order calm unfortunately staff hand coke say nice things additionally overhear call b word walk away seriously want confront unprofessional tell people visit mcdonald ever unfriendly happy staff despite write complaint email mcdonald receive vouchers sort apology visit truly think help much unless change whole management entire mcdonald,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,11,1,mcdonald people time
989,['Filthy'],['1'],New York,ew place dirty nasty homeless people bathrooms upstairs first floor gross good thing free wifi id rather hang ever call phone urgent rush explosive diarrhea theres asian place let use bathroom,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,15,9,place like would
990,"['RudeService', 'Filthy']","['1.0', '1.0']",New York,filthy bathrooms rude workers tell use restroom second floor go stairs woman mop floor american thug boyfriend sit yell get ai sittin sitting reply wait restroom respond sittin point ignore upon enter restroom puddle urine floor feces graffiti wall finally respond try little hard clean restroom course start curse yelling type people mcdonald franchise hire low low sure plenty college kid could job hire low low sad,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,13,1,mcdonald people time
991,"['Filthy', 'RudeService']","['0.6928', '0.6655']",New York,time kill meet dinner party night decide get nice cup tea chill village tons cafes around block go mcdonalds cashier one duty weeknight try job manager spend entire time twenty minutes berate job correctly get cup tea take table look inside saw teabag go back get teabag sit back gross table soda spill thing soda dried make table top quite sticky wait tea cool guy decide throw seat rock table send half tea lap oh joy know mcd responsible guy idiot table pretty big unstable guy jump booth would rock badly sad leave utterly disgust place shame interior decorate nicely include nice wood frame resemble house inside scratch look like deliberate graffiti condition table sit hope never return place,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,15,5,get right work
992,"['SlowService', 'RudeService']","['1.0', '0.6585']",New York,never go ever order food around ask refund reason little custumers guess less custumers wait min food order meal drink complainting ask cashier say know want meal please refund hispanic female manager name tag show kinda piss stare ask wait refuse tell cashier give back first reaction try scam geez deserve busy totally understand less customers r u kid funny hand money food ready keep ask want hell want eat never bad mcdonald ever change manager people qualify manager esp amateur first apologize offer refund ask wait minute try slove problem star piss customer remember customer go yelp rat website write trash like,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,4,4,food fast time
993,"['RudeService', 'BadFood']","['1.0', '0.6246']",New York,go fast food joint often people around place absolute worst treat every customer like crap expect much food fast food chain place serve cold food pick fish sandwich mother get sandwich even close warm buy ice cream nephew see probably make mess ask napkin rejected even napkin little nephew ice cream want elaborate bad service staff give customers attitude decor outside temple really chinatown design mcdonalds look like mosques churches whatever ethnic structure place lousy disgust eyesore nuff said want mcds local area go one canal st long walk least treat like crap sadly low ever grant review star could would get star,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,13,4,food fast time
994,"['RudeService', 'BadFood', 'ScaryMcDs']","['1.0', '1.0', '0.6562']",New York,update mcdonalds keep get bad worse right proximity bus leave casinos lot people hang inside wait bus management store yesterday cashier extremely rude sloppy girl additionally store honor coupons one thing remain fry still one bad mcdonalds city crave mcdonalds chinatown go one canal street taste much better,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10001100,12,7,one north avenue
995,['Filthy'],['1'],New York,okay lot mcdonald new york gross exception last time recall desperate mcflurry girl mumble back nearly incoherently would run whatever make mcflurrys ugh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,10,1,mcdonald people time
996,['RudeService'],['1'],New York,bad mcdonalds ever ever go one horrible service one cashier like two people make food back manager often yell workers customers super cheap ketchup sauce etc want micky walk block canal street one,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,4,7,one north avenue
997,['RudeService'],['1'],New York,get one two bad mcdonalds ever treat customers like crap treat staff like crap show serve fries always crappy food super specatulary crappy give chance fail everytime since move canal st mcdonalds crave mcd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,10,12,mcdonalds time always
998,"['SlowService', 'RudeService', 'BadFood']","['0.66', '0.66', '0.66']",New York,mcdonalds bowery oriental design tourists always snap picture stupid thing ever bloody mcdonalds get soooo mad especially block street seat inside old food taste service could better service could helluva lot better,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10011000,9,11,service bad customer
999,['Filthy'],['0.6416'],New York,place pretty grimy attract strange set characters particularly night oh know occasional news item someone accost razor blade still hours centrally locate west subway go breakfast likely arrival really interesting folks materialize dark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,10,6,go time back
1000,['RudeService'],['1'],New York,bad mcdonald ever din room clean food mcdonalds standard staff incompetent walk counter two cashier talk daycare something another customer wait finished order hotcakes cashier crumple recipe throw away want time would nice asked never eye contact hot cake come go packets ketchup grape jelly come mcdonald change staff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,1,mcdonald people time
1001,"['RudeService', 'OrderProblem']","['0.6718', '0.6675']",New York,go restroom disappoint quality service charge mac sauce burger sauce burger,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,8,6,go time back
1002,['ScaryMcDs'],['1'],New York,beware mcdonalds constant source trouble several high profile assault inside directly front place steer clear especially weekend nights,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,2,12,mcdonalds time always
1003,"['RudeService', 'SlowService']","['0.6545', '0.6509']",New York,close shithole know always morning rush constantly understaffed actually staff move like sloths even line door stand back line morning watch one two cashier watch milk drip machine instead take next order take minutes complete transaction register mcdonald breakfast want ice coffee would nice know fail inform give hot coffee skim sugar minutes order run hot coffee basically take almost minutes get coffee mcdonald weekday restaurant incompetent staff handle serve coffee give,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,5,10,coffee burn ice
1004,['MissingFood'],['0.6523'],New York,come degrees outside wait line quite finally get register order ice cream tell ice cream waste time,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000010,14,3,wait minutes line
1005,"['SlowService', 'RudeService']","['1.0', '1.0']",New York,come yelp bad service look like us location probably bad service entire nation maybe world staff look fairly young teenagers manager supervise store late night cashier refuse speak look miserable expression face customers ahead wait fry long time get impatient angry one get angry useless staff hand take responsibility instead chuckle customer valid reasonable complaint flip cash register lol like fact customer never cuss though yell reasonable things like job hate job much go college get good job excellent advice want witness depress people job go mickey likely manager blame kind ridiculousness inept teenagers annoy really manager need get fire train properly,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,13,5,get right work
1006,"['Filthy', 'BadFood', 'OrderProblem']","['0.6925', '0.6925', '0.6661']",New York,even possible negative five never get order right extra pickle mean nasty dirty wanna touch thing mean extremely rude female manager staff hard cold old french fry every time extra bbq sauce seriously dad never apply dollar menu deal always see v highway robbery tell,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,01101000,8,5,get right work
1007,"['SlowService', 'Filthy']","['0.6867', '0.628']",New York,mcdonald mcdonald normally would bother review chain us eat twice hundred time quick mediocre food experience noteworthy come friend pm get cookies nearby business close get hot chocolate think would safe sit cookies minute seat limit exceed several hours catch night wear people mostly come waste try convince security guard let bathroom close truly sign says exceptions restaurant dirty moments felt little unsafe drink kid fight friends line top take like minutes get hot chocolates issue machine drink mine come across gob congeal milk texture compare phlegm must mcdonald go one sit hours pee love god eat,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,00110000,7,1,mcdonald people time
1008,['OrderProblem'],['1'],New York,come every morning get coffee occasionally order specialty mccafe drink pumpkin spice latte one person work mornings seem get order correct ask large drinks charge hand mediums un mixed lattes syrup bottom today latte seem extra syrup order non fat milk coffee pretty sure come back cream one seem get right frustrating order coffee,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,10,10,coffee burn ice
1009,['BadFood'],['1'],New York,live manhattan want eat crap gonna get sucka get rib mcrib first bite good come taste come need finish fast come pain gross fast food franchise new york tend seedy patrons burbs go succumb fast food might well go hit white castle,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,6,4,food fast time
1010,['RudeService'],['1'],New York,bad service rude employee never go mc donald,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,4,11,service bad customer
1011,"['OrderProblem', 'MissingFood', 'Filthy', 'na', 'SlowService', 'ScaryMcDs', 'RudeService', 'Cost', 'BadFood']","['1.0', '1.0', '1.0', '0.6717', '0.6717', '0.6717', '0.6717', '0.6717', '0.6717']",New York,filthy store attitude ridden employees always whatever order ca get order correct without repeat twenty times enjoyable thing experience watch cockroach ant race toward wood panel wait friend repeat order time yeah could drink enough try location,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11111111,7,0,order time wrong
1012,['RudeService'],['0.6591'],New York,recent trip east coast stop check outhow east coast franchise operate taste west coast love get magical spark consume high cholesterol yes food ok great open taste mediocre quite odd flavor think associate need friendly dull notbeing happy overall venue ideal would spend money elsewhere town plus hear associate beat clients loving beat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,7,4,food fast time
1013,['BadFood'],['1'],New York,guilty charged man late take train home really need review mcdonald line fairly quick food poison appeal poison right,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,2,1,mcdonald people time
1014,"['OrderProblem', 'RudeService']","['0.6902', '0.6584']",New York,idiotic staff see yet simple order one double cheeseburger one fish sandwich one order medium fries one large coke manage screw four times last time manager swear guy must wake morning choose dumb person work cash register,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,7,7,one north avenue
1015,['ScaryMcDs'],['1'],New York,ex con employee beat customer coma lead pipeneed say google oh ok yes pack low form life gene pool late night,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,2,13,window us say
1016,"['ScaryMcDs', 'RudeService']","['1.0', '1.0']",New York,service dumb get bother ask refill extra anything atmosphere often ghetto trashy harmless cleanliness see worse big mac slap together fall apart dinky always delicious notes someone get kid happy meal yes mcd,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000100,3,5,get right work
1017,['Filthy'],['0.6591'],New York,wow believe actually review mcdonalds come nye hop grab quick bite tide us fanciful dinner elsewhere quick fill drink behind counter little confuse first never one bathroom line however look like would take forever somebody back line come time eating halfway closer yikes come eat pee would good go elsewhere,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,3,6,go time back
1018,"['RudeService', 'MissingFood']","['0.6977', '0.6512']",New York,go frappe today actual manager wait say large frap want coffee ice presumably ancillary whip cream chocolate syrup confused walk later saw website major caffeine gives call customer service technically man correct coffee extract actual coffee thing mean really want frap get rap split hairs philosophize semantic nonsense look pure literal meaning want mg caffeine provides man would make much salesman good thing management back guy lesson learned,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10000010,13,10,coffee burn ice
1019,"['RudeService', 'BadFood']","['1.0', '1.0']",New York,simply bad mcdonalds ever staff rude place get crowd food sucks,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,2,5,get right work
1020,['BadFood'],['0.6766'],New York,possible years revile reviled poster child bad world yet friend sick want fries ok get fries er actually go inside years see hordes lowlife street franchise street eat ok wait one bunch servers hungry well time science experiment number state mcd look least harmful picture sign confusing language quarter pounder seem resemble normal hamburger try stuff cheese ok run waiting train starving gotta quarterpounder right platform seem fitting goes damn good impossible yes good wait aftertaste aftertaste happening good world turn upside next day try another branch thing good impossible yes good friend says maybe trans fat deal good oil taste better maybe test new theory let go another state onward new jersey mcdonalds route okeedokee goes quarterpounder ugh yuck sour guess public health mayor thank quarterpounders taste good new york city fine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,5,3,wait minutes line
1021,['Filthy'],['0.6808'],New York,come around nine breakfast allot people particular mc donald probably cause locate city place open hours line place even sure suppose standing finally ten min wait finally get order got plan ice cream sundae peanuts two apples pies sweet ice tea seat area upstairs lot seatings worry seats two clean ladies upstairs always tie keep place spotless bathroom quite disgusting two toilet restrooms door stall pretty much everybody see business area extremely cramped bearly move sink work right,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,1,9,place like would
1022,"['RudeService', 'Filthy']","['0.6799', '0.6799']",New York,pretty standard mcdonald really vouch breakfast food time go basic mcdonald see clean place friendly staff goes average mcdonald near midtown,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,6,1,mcdonald people time
